# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
3.572680,-0.000118,0.000000,-0.000000,-0.011241,0.020945,-0.011920,0.002780,-0.000232,0.000259,0.000000,-0.000000,-0.061292,0.086905,-0.044583,0.009887,-0.000803,0.499883,0.000000,-0.000000,-0.006046,0.008615,-0.004421,0.000978,-0.000079,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
3.572680,0.017805,0.009358,0.003730,-0.021888,0.021253,-0.008924,0.001737,-0.000129,0.005459,0.022469,0.010062,-0.073650,0.074714,-0.031747,0.006196,-0.000458,0.500047,0.001760,0.001360,-0.006635,0.005107,-0.001581,0.000212,-0.000010,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.572680,0.026467,0.000846,0.001441,-0.005812,0.003521,-0.000828,0.000063,0.000001,0.030480,0.011321,0.007248,-0.019654,0.016882,-0.006742,0.001285,-0.000095,0.500832,-0.001481,-0.001553,0.001897,0.000120,-0.000537,0.000166,-0.000015,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.572680,0.013030,-0.009224,-0.002930,0.001736,0.002214,-0.002210,0.000634,-0.000059,0.062779,0.008662,-0.000899,-0.006371,0.010956,-0.006470,0.001601,-0.000142,0.499890,0.000137,0.000801,-0.001113,0.000578,-0.000154,0.000022,-0.000002,-0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
3.572680,-0.026917,-0.011151,0.000173,-0.009511,0.010274,-0.004653,0.000974,-0.000077,0.084695,0.009721,-0.004439,-0.025529,0.034098,-0.016842,0.003667,-0.000296,0.499997,-0.000171,-0.000615,-0.000646,0.002025,-0.001229,0.000289,-0.000024,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
3.572680,-0.081480,-0.014180,-0.001756,-0.009345,0.012901,-0.006173,0.001281,-0.000098,0.078397,0.000488,-0.001988,-0.030703,0.036415,-0.016706,0.003422,-0.000262,0.499677,-0.000097,0.001114,-0.001230,0.000637,-0.000189,0.000032,-0.000002,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.572680,-0.136016,-0.012291,0.004174,-0.003148,0.001380,-0.000388,0.000084,-0.000009,0.034365,-0.015879,0.002362,-0.014317,0.018509,-0.010281,0.002528,-0.000226,0.500210,0.000410,-0.000063,-0.000481,0.000314,-0.000081,0.000013,-0.000001,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000
3.572680,-0.161757,-0.001873,-0.003001,-0.006516,0.017262,-0.010678,0.002622,-0.000227,-0.038860,-0.012635,-0.010796,-0.047050,0.067646,-0.034000,0.007424,-0.000597,0.500363,-0.000321,-0.001680,-0.001521,0.004391,-0.002585,0.000599,-0.000049,-0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
3.572680,-0.144734,0.022716,0.006638,-0.028610,0.023039,-0.007528,0.001087,-0.000056,-0.134630,-0.013896,0.004491,-0.054346,0.060161,-0.026952,0.005466,-0.000416,0.499439,0.000531,0.001934,-0.003026,0.001759,-0.000509,0.000074,-0.000004,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.572680,-0.069984,0.020664,-0.000884,0.009808,-0.001376,-0.002441,0.000954,-0.000099,-0.217131,-0.013848,0.008735,-0.023172,0.020831,-0.008497,0.001644,-0.000122,0.500064,0.000061,-0.000084,-0.000133,0.000327,-0.000211,0.000054,-0.000005,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
