# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
4.733320,0.081690,0.000000,-0.000000,0.034605,-0.019909,0.004369,-0.000391,0.000010,-0.339443,-0.000000,0.000000,-0.013272,0.006006,-0.000158,-0.000240,0.000027,0.493552,0.000000,-0.000000,0.002073,0.002661,-0.002528,0.000628,-0.000049,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,0.267371,0.049248,-0.003678,-0.019755,0.026028,-0.011237,0.002026,-0.000131,-0.353167,-0.012718,0.006772,0.035799,-0.035204,0.012995,-0.002106,0.000126,0.499772,0.023070,-0.006977,-0.041653,0.043420,-0.016667,0.002795,-0.000172,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,0.479090,0.061410,-0.004574,-0.056440,0.056966,-0.021118,0.003400,-0.000201,-0.249956,0.018764,-0.016908,0.024122,-0.007428,0.000254,0.000200,-0.000022,0.489393,0.022946,0.010106,-0.052877,0.043081,-0.014658,0.002259,-0.000130,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,0.639816,0.035664,0.029872,-0.028310,0.005318,0.001358,-0.000549,0.000047,-0.043135,0.064335,-0.009142,-0.026832,0.032408,-0.012401,0.002001,-0.000117,0.488854,0.004509,0.019449,-0.016895,0.003586,0.000491,-0.000246,0.000022,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,0.714250,-0.024193,0.008764,0.043142,-0.040941,0.013892,-0.002070,0.000114,0.259732,0.068955,0.017070,-0.012363,0.003745,-0.000204,-0.000092,0.000011,0.498241,-0.007519,0.003729,0.017563,-0.014553,0.004265,-0.000531,0.000023,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,0.639089,-0.042941,-0.026327,0.000432,0.020044,-0.010923,0.002132,-0.000143,0.620494,0.054682,-0.000578,0.015950,-0.006735,0.000689,0.000053,-0.000009,0.505654,0.004083,-0.015381,-0.019068,0.030232,-0.012908,0.002253,-0.000141,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,0.360538,-0.045640,0.005020,-0.058724,0.045533,-0.014937,0.002263,-0.000130,0.937116,0.049427,0.006755,-0.000974,0.004985,-0.003988,0.000969,-0.000075,0.493632,0.017438,0.014060,-0.038764,0.026823,-0.008608,0.001322,-0.000078,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,-0.068861,-0.085014,0.008905,-0.025887,0.008539,0.000353,-0.000465,0.000047,1.138951,0.045384,-0.023053,-0.066215,0.084062,-0.035144,0.006175,-0.000392,0.498892,0.011154,-0.005765,-0.028999,0.034448,-0.014138,0.002470,-0.000157,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000
4.733320,-0.598286,-0.129749,0.027550,0.061447,-0.082796,0.034112,-0.005843,0.000361,1.108227,0.029239,0.021784,-0.131546,0.103571,-0.034310,0.005166,-0.000291,0.491650,0.023008,0.006181,-0.056098,0.048978,-0.017255,0.002723,-0.000160,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,-1.093456,-0.135637,-0.045845,0.082687,-0.040722,0.008181,-0.000558,-0.000004,0.846463,-0.070859,0.053038,-0.019102,-0.020701,0.012723,-0.002465,0.000161,0.490174,0.011096,0.019132,-0.028740,0.013868,-0.003023,0.000292,-0.000009,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,-1.483730,-0.020053,-0.069097,-0.108429,0.143651,-0.057611,0.009792,-0.000608,0.375822,-0.144713,-0.021091,0.044871,-0.025129,0.005211,-0.000322,-0.000008,0.495550,-0.006903,0.008043,0.013886,-0.015314,0.005399,-0.000812,0.000045,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,-1.659415,0.083600,-0.017553,-0.214842,0.197188,-0.067984,0.010420,-0.000596,-0.292923,-0.114703,-0.050150,-0.083695,0.103384,-0.040688,0.006845,-0.000422,0.503223,-0.000718,-0.011967,-0.003516,0.013058,-0.006226,0.001128,-0.000072,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,-1.538507,0.104512,0.051192,-0.087524,0.034807,-0.002930,-0.000599,0.000083,-1.070276,-0.081621,0.017127,-0.130046,0.084393,-0.021887,0.002540,-0.000108,0.494687,0.005981,0.011258,-0.016751,0.009995,-0.003201,0.000518,-0.000033,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,-0.996019,0.099164,0.003360,0.100097,-0.087716,0.030504,-0.004760,0.000277,-1.692296,-0.093412,0.035208,0.051845,-0.086902,0.040019,-0.007428,0.000489,0.499500,0.007923,-0.006349,-0.019850,0.026398,-0.011359,0.002043,-0.000132,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000
4.733320,-0.189611,0.139760,-0.048935,0.040066,0.007298,-0.010433,0.002457,-0.000179,-1.895249,-0.097794,-0.002377,0.208941,-0.193838,0.070275,-0.011269,0.000668,0.492864,0.022555,0.002390,-0.053978,0.050203,-0.018317,0.002964,-0.000178,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,0.589210,0.195876,-0.006154,-0.096782,0.090999,-0.031969,0.004901,-0.000276,-1.764311,0.003031,-0.094598,0.115312,-0.036031,0.001937,0.000766,-0.000092,0.489774,0.016005,0.017420,-0.040230,0.025420,-0.007255,0.000969,-0.000049,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,1.248504,0.117560,0.067695,0.004943,-0.049461,0.024552,-0.004610,0.000305,-1.379490,0.153831,-0.043605,-0.115597,0.133816,-0.050793,0.008265,-0.000494,0.493994,-0.003939,0.012640,0.006889,-0.012752,0.005213,-0.000865,0.000052,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,1.728007,-0.001399,0.017980,0.144564,-0.133671,0.046434,-0.007216,0.000420,-0.748656,0.183882,0.018013,-0.112086,0.089200,-0.028252,0.003999,-0.000211,0.501228,-0.004778,-0.007535,0.007243,0.000001,-0.001020,0.000242,-0.000016,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,1.909507,-0.048155,-0.010446,0.098823,-0.069576,0.018887,-0.002242,0.000096,0.024700,0.142259,0.034412,0.020274,-0.032800,0.013372,-0.002270,0.000140,0.494308,-0.002762,0.010129,0.001473,-0.004948,0.001807,-0.000249,0.000012,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
4.733320,1.762459,-0.037995,-0.034297,-0.060233,0.083540,-0.036037,0.006461,-0.000416,0.840529,0.125774,-0.021084,0.037245,-0.002309,-0.006561,0.001923,-0.000155,0.499824,0.003830,-0.006843,-0.009379,0.017116,-0.008107,0.001534,-0.000102,-0.000000,0.000000,-0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000
4.733320,1.262440,-0.053005,0.020858,-0.155619,0.122202,-0.040166,0.006014,-0.000338,1.518190,0.160576,-0.037068,-0.128790,0.158846,-0.065028,0.011226,-0.000701,0.495098,0.021840,0.000120,-0.048514,0.047579,-0.017958,0.002979,-0.000182,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
