# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
3.900000,0.001140,-0.000000,-0.000000,-0.017140,0.021029,-0.009631,0.001937,-0.000144,0.000752,0.000000,-0.000000,-0.018067,0.023560,-0.011132,0.002277,-0.000171,0.498537,0.000000,0.000000,0.006852,-0.006868,0.002479,-0.000380,0.000021,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.900000,0.001061,0.009208,0.001440,-0.020734,0.019899,-0.008110,0.001526,-0.000109,0.002664,0.006184,-0.001215,-0.026145,0.028394,-0.012044,0.002305,-0.000166,0.500308,0.004081,-0.002138,-0.006345,0.007004,-0.002792,0.000497,-0.000033,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.900000,-0.005244,0.001567,0.002656,-0.012329,0.015514,-0.007483,0.001560,-0.000119,-0.001093,0.010321,0.002115,-0.020858,0.021532,-0.009431,0.001873,-0.000139,0.500057,-0.000207,-0.000126,-0.001923,0.003219,-0.001705,0.000370,-0.000029,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.900000,0.004792,0.000870,-0.004433,-0.020679,0.026116,-0.011722,0.002321,-0.000171,-0.005246,0.000101,0.001716,-0.019887,0.025233,-0.011863,0.002434,-0.000184,0.498721,0.000622,0.001463,-0.003791,0.003668,-0.001596,0.000315,-0.000023,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.900000,0.001601,0.015817,0.000240,-0.026089,0.024175,-0.008847,0.001371,-0.000074,0.009662,0.005630,-0.012064,-0.035618,0.054862,-0.027803,0.005933,-0.000455,0.499198,0.000375,0.000923,-0.002614,0.002471,-0.001043,0.000201,-0.000014,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.900000,-0.061008,-0.070334,0.009278,0.032977,0.003326,-0.006600,0.001357,-0.000085,-0.024800,0.054369,0.052863,-0.054135,0.055799,-0.030645,0.006905,-0.000542,0.499247,0.000422,0.000960,-0.001195,0.001134,-0.000553,0.000118,-0.000009,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.900000,0.185027,-0.085696,-0.117345,0.003052,0.013742,-0.000402,-0.000485,0.000044,-0.101314,-0.181198,0.026138,-0.041051,0.088376,-0.039185,0.006903,-0.000450,0.499385,-0.000689,0.000932,-0.000703,0.000859,-0.000474,0.000107,-0.000009,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.900000,-0.043299,0.384907,0.078976,-0.065291,-0.056188,0.038829,-0.008912,0.000738,0.366820,0.090078,-0.195682,-0.072718,0.056173,-0.008087,-0.000222,0.000094,0.499947,-0.000411,-0.000122,-0.001437,0.001914,-0.000850,0.000165,-0.000012,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.900000,-0.403576,-0.450192,0.286620,0.370535,-0.496915,0.248373,-0.055122,0.004462,-0.360223,0.339846,0.298152,0.073216,-0.280183,0.144119,-0.030960,0.002457,0.501354,-0.001391,-0.003590,-0.003261,0.008041,-0.004169,0.000856,-0.000063,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000
3.900000,0.583250,-0.416347,-0.138824,1.127750,-1.487419,0.727769,-0.151990,0.011527,-0.167776,-0.849914,0.192859,0.787469,-0.964623,0.474632,-0.102991,0.008153,0.498703,-0.002250,0.002238,-0.003758,0.007489,-0.004555,0.001075,-0.000088,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,-0.000000
